GONESH精油線香,2017-06-02 19:54:28.989190,美國GONESH#7幸運七號精油線香(20枝入),99,http://www.pcstore.com.tw/bbco/M11656649.htm,,
彩虹的賣場,2017-06-02 19:54:30.038482,三折 迷彩傘帽 ◑ 直徑100公分（預購）,305,http://seller.pcstore.com.tw/S191742142/C1096097560.htm,免運費送到家,
特價五金百貨,2017-06-02 19:54:30.394688,／匠心/口罩/現貨/有發票/大人/兒童/每盒58元/50片/盒內有袋裝/藍綠粉紫黃白6色可選/防塵(58元),58,http://seller.pcstore.com.tw/S190282301/C1098849715.htm,購物滿1500 元(含)以上免運費，未滿 1500 元者自付運費，宅配100元、7-11純取貨60元、7-11取貨付款60元,
浴廁清潔系列,2017-06-02 19:54:31.075064,可立潔 - 2X去霉達人,175,http://www.pcstore.com.tw/neogreen/M07606441.htm,,
鐵人三項專屬,2017-06-02 19:54:31.335672,◣熱銷經典◥PROWASH舒亦淨運動機能衣物專用洗衣精/洗潔劑【車衣、三鐵衣、跑衣、球衣】＊感謝運動人士大力推薦＊一用成主顧~效果看的見,300,http://www.pcstore.com.tw/256g/M21916337.htm,,
lilicoco 生活無限,2017-06-02 19:54:31.647405,＊lilicoco生活無限＊◇日本進口 AKUSERU 超吸水珪藻土皂台.香皂台.肥皂盒.肥皂墊 3色隨機,150,http://seller.pcstore.com.tw/S148732493/C1083855115.htm,每筆訂單運費，宅配90元、郵局90元、7-11純取貨60元、7-11取貨付款60元,
李小妞吃貨柑仔店,2017-06-02 19:54:32.016105,韓國洗衣機消毒清潔劑,100,http://seller.pcstore.com.tw/S154179869/C1098853126.htm,免運費送到家,
日本清潔用品  批發 團購,2017-06-02 19:54:32.437502,東邦　魔法家事洗衣皂　日本最好用的洗衣法寶,37,http://seller.pcstore.com.tw/S101526767/C1091708616.htm,購物滿5200 元(含)以上免運費，未滿 5200 元者自付運費，宅配58元、7-11取貨付款60元,
GONESH精油塔香,2017-06-02 19:54:32.690501,美國GONESH#8 春之薄霧精油塔香(25入),99,http://www.pcstore.com.tw/bbco/M09832287.htm,,
除髒汙|水垢|鏽斑,2017-06-02 19:54:32.974714,2L垢立淨(2公升天然環保清潔劑.清洗玻璃門窗衛浴地板馬桶水槽.浴室廁所瓷磚汙垢清潔用品.磁磚.EPOXY去污除鏽)富崙,500,http://www.pcstore.com.tw/upacestore/M14369479.htm,,
雜貨挖寶趣,2017-06-02 19:54:33.826348,乾髮帽,876,http://seller.pcstore.com.tw/S141942540/C1074768102.htm,每筆訂單運費，宅配150元、郵局80元、7-11取貨付款60元,
五月手作行~小蘇打粉，過碳酸鈉,2017-06-02 19:54:34.994781,檸檬酸 一公斤 台灣三福 食用級分裝 台灣三福化工進口  拉鍊袋分裝 二手寶特瓶裝 1000g 1公斤,50,http://seller.pcstore.com.tw/S126344027/C1085629120.htm,每筆訂單運費，宅配80元、7-11純取貨60元、7-11取貨付款60元,
I You We 樂購(可搜FB),2017-06-02 19:54:35.425616,現貨 紐西蘭25% (避卡蚋叮 派卡瑞丁) 驅蚊乳液 80ml,525,http://seller.pcstore.com.tw/S171379745/C1040834156.htm,購物滿2000 元(含)以上免運費，未滿 2000 元者自付運費，宅配65元、郵局60元、7-11純取貨60元、7-11取貨付款60元,
＊可愛小物黑皮購,2017-06-02 19:54:35.619173,寶僑P&G;雙倍洗衣凝膠球袋裝(120元),120,http://seller.pcstore.com.tw/S141546682/C1091010113.htm,免運費送到家,
ESS輕鬆購小站,2017-06-02 19:54:35.812417,🚽🚽犀利阿媽馬桶自動芳香殺菌清潔器🚽🚽1瓶100 2瓶190 買6瓶600送一瓶(190元),170,http://seller.pcstore.com.tw/S179831316/C1086424409.htm,購物滿1000 元(含)以上免運費，未滿 1000 元者自付運費，郵局60元、7-11純取貨60元、7-11取貨付款60元,
U-mop 手壓式旋轉拖把 適用好神拖,2017-06-02 19:54:36.013951,45cm布盤 ~加購專用~【U-mop 旋轉拖把】 MIT台灣製、384織超吸水纖維、直徑16cm 皆相容、適用好神拖,60,http://seller.pcstore.com.tw/S199846877/C1074655205.htm,購物滿599 元(含)以上免運費，未滿 599 元者自付運費，7-11純取貨60元、7-11取貨付款60元,
大捲筒式衛生紙,2017-06-02 19:54:36.522482,紙多麗商用大捲筒衛生紙(咖)~免運喔~,439,http://www.pcstore.com.tw/newsair/M09840772.htm,,
掃把、拖把,2017-06-02 19:54:36.788626,百鈴髒會滅油汙擦地布(免沾手自擠式平板拖把)/4條,300,http://www.pcstore.com.tw/bellring/M17147381.htm,,
＊可愛小物黑皮購,2017-06-02 19:54:37.007805,日本 P&G; 雙倍洗衣凝膠球(補充包),125,http://seller.pcstore.com.tw/S141546682/C1091031985.htm,免運費送到家,
加入追蹤,2017-06-02 19:54:37.552801,Livi優活抽取式衛生紙(150抽X10包X8串/箱)-共80包,799,http://www.pcstore.com.tw/pchome24h/M21296033.htm,,
生鏽清洗用品,2017-06-02 19:54:38.263706,(2入特惠組) 柳丁系列~ 除鏽大師................輕鬆去除各種生鏽,143,http://www.pcstore.com.tw/loftyidea/M12664521.htm,,
加入追蹤,2017-06-02 19:54:38.514355,優活 單抽式柔拭紙巾(300抽x30包/箱),299,http://www.pcstore.com.tw/pchome24h/M15736254.htm,,
工廠直營,2017-06-02 19:54:38.710983,可挑色 現貨 日本 水槽廚餘不進水便利架 廚餘夾 水槽夾 廚房水槽防臭垃圾架 強力三吸盤 弧形水槽 廚房浴室可夾垃圾架,60,http://seller.pcstore.com.tw/S119162416/C1043786863.htm,購物滿3000 元(含)以上免運費，未滿 3000 元者自付運費，宅配80元、郵局70元、7-11取貨付款60元,
專業清潔用品/除膠劑,2017-06-02 19:54:40.000950,3M 尿垢強力去除劑946ml 對付難除的尿垢頑垢 掃除最佳幫手,189,http://www.pcstore.com.tw/87st0res/M19251405.htm,,
GONESH芳香膠/芳香罐,2017-06-02 19:54:41.268444,日本GONESH#4藤蔓果園空氣芳香膠(固體)78g,220,http://www.pcstore.com.tw/bbco/M07075006.htm,,
XFO洗衣粉,2017-06-02 19:54:42.424013,盈欣電器++XFO濃縮低泡沫洗衣粉一箱8包裝-滾筒式洗衣機專用,1400,http://www.pcstore.com.tw/yingshin/M15922837.htm,,
[喵喵小舖],2017-06-02 19:54:42.769286,[溫馨小舖]水管疏通 清潔棒 水管清潔 去污棒 除臭廚房 芳香劑 管線疏通 下水道流通清潔棒12支 萬用清潔棒,35,http://seller.pcstore.com.tw/S107895018/C1082515695.htm,每筆訂單運費，宅配100元、郵局80元、7-11純取貨60元、7-11取貨付款65元,
紅荳荳❤️shopping,2017-06-02 19:54:43.206559,沐浴組,100,http://seller.pcstore.com.tw/S129063678/C1078237595.htm,購物滿199 元(含)以上免運費，未滿 199 元者自付運費，宅配120元、郵局120元、7-11取貨付款60元,
GONESH精油線香,2017-06-02 19:54:43.464841,美國GONESH綜合30入1號(6 8 12)精油線香(30枝入),140,http://www.pcstore.com.tw/bbco/M09840049.htm,,
銓平雜貨小舖,2017-06-02 19:54:43.788696,成人口罩,100,http://seller.pcstore.com.tw/S147144413/C1083161814.htm,購物滿5000 元(含)以上免運費，未滿 5000 元者自付運費，宅配100元、郵局80元、7-11取貨付款80元,
日本GONESH,2017-06-02 19:54:44.044533,日本GONESH海洋空氣芳香膠(固體)78g,220,http://www.pcstore.com.tw/bbco/M07075108.htm,,
U-mop 手壓式旋轉拖把 適用好神拖,2017-06-02 19:54:44.222284,向日葵 桃紅【U-mop 旋轉拖把】 (直徑16cm 皆相容、適用好神拖),129,http://seller.pcstore.com.tw/S199846877/C1074655210.htm,購物滿599 元(含)以上免運費，未滿 599 元者自付運費，7-11純取貨60元、7-11取貨付款60元,
化糞池維護,2017-06-02 19:54:44.495456,活菌博士 化糞淨活菌分解粉體菌SK50H-1Y--家用一年份,1100,http://www.pcstore.com.tw/jinseng/M07219239.htm,,
快樂分享家,2017-06-02 19:54:44.932612,金安心成人紙尿褲  ，便宜又好用 (吸水力超好，可以比較看看),175,http://seller.pcstore.com.tw/S178234600/C1096013456.htm,免運費送到家,
浴廁,2017-06-02 19:54:45.187613,無味熊 「除臭」強效萬用包 4包,899,http://www.pcstore.com.tw/wwbiosand/M23542314.htm,,
美國/日本GONESH綜合館,2017-06-02 19:54:45.561930,日本GONESH衣物香氛柔軟乳-No.8春之薄霧,420,http://www.pcstore.com.tw/bbco/M08840496.htm,,
加入追蹤,2017-06-02 19:54:46.198782,蒲公英 環保小捲筒衛生紙(270組x96捲/箱),799,http://www.pcstore.com.tw/pchome24h/M15635197.htm,,
加入追蹤,2017-06-02 19:54:46.907833,橘子工坊天然濃縮洗衣精-制菌活力_補充包1500ml,229,http://www.pcstore.com.tw/pchome24h/M24114691.htm,,
夜安寧(中西),2017-06-02 19:54:47.156401,中西化學《撲蟑-優》自動噴霧殺蟲劑 (550ml) - 台灣製造、噴灑無味、驅出效果強,95,http://www.pcstore.com.tw/chunghsi_store/M20624969.htm,,
衛生帽系列,2017-06-02 19:54:52.460533,《 雙筋條狀網帽 》 《1包》食品帽/衛生帽/無塵室/廚師帽/工作帽,120,http://www.pcstore.com.tw/ohshow/M18751480.htm,,
lilicoco 生活無限,2017-06-02 19:54:52.853319,＊lilicoco生活無限＊◇日本製  濃縮無磷無磷皂.洗碗皂.清潔皂◇,75,http://seller.pcstore.com.tw/S148732493/C1083854768.htm,每筆訂單運費，宅配90元、郵局90元、7-11純取貨60元、7-11取貨付款60元,
通通免運,2017-06-02 19:54:53.286284,廚房水槽排水口濾水袋、濾水網50枚入/16組 (不織布材質，可當肥皂袋) / K7247x16,720,http://www.pcstore.com.tw/patto/M26862783.htm,,
薇莉安美容.美髮批發,2017-06-02 19:54:53.762121,妙煮婦洗衣槽超濃縮清潔錠(35g±5%*6顆/盒) 鄭弘儀代言 .特惠258元,258,http://seller.pcstore.com.tw/S117287218/C1069110093.htm,購物滿1800 元(含)以上免運費，未滿 1800 元者自付運費，宅配50元、郵局50元、7-11取貨付款60元,
Costco好市多代購,2017-06-02 19:54:54.744332,persil 洗衣膠囊,200,http://seller.pcstore.com.tw/S142991996/C1092907972.htm,免運費送到家,
Hot!!團購優惠區,2017-06-02 19:54:55.117637,妙檀香超濃縮洗衣粉1Kg (15盒) ∼★75折↘特惠2250元,2250,http://www.pcstore.com.tw/b8228/M17026458.htm,,
洗衣│衣架,2017-06-02 19:54:55.407429,萬用折疊窗框曬衣架(2個曬衣架+82公分接管/組),249,http://www.pcstore.com.tw/77shop/M27409291.htm,,
日本清潔用品  批發 團購,2017-06-02 19:54:55.602265,日本P&G;花香Bold  洗衣精  850克,129,http://seller.pcstore.com.tw/S101526767/C1091708617.htm,購物滿5200 元(含)以上免運費，未滿 5200 元者自付運費，宅配58元、7-11取貨付款60元,
面紙,2017-06-02 19:54:55.873402,五月花MFP太空包面紙100抽64包入,545,http://www.pcstore.com.tw/jaupin/M17571388.htm,,
浴廁,2017-06-02 19:54:56.128511,無味熊 汽車浴廁房間 「除臭」重量包 3包(免運費), 元,http://www.pcstore.com.tw/wwbiosand/M21862944.htm,,
加入追蹤,2017-06-02 19:54:56.403183,箱購優惠 每捲$8.25情人小捲筒衛生紙240組x6捲x10串,495,http://www.pcstore.com.tw/pchome24h/M16356996.htm,,
嘿呦,2017-06-02 19:54:56.892402,現貨  愛康衛生棉  箱購不混搭賣場,1560,http://seller.pcstore.com.tw/S105060363/C1100581402.htm,購物滿99 元(含)以上免運費，未滿 99 元者自付運費，7-11純取貨60元、7-11取貨付款60元,
多琳好貨屋,2017-06-02 19:54:57.362158,好皂頭，好運來，11入,250,http://seller.pcstore.com.tw/S121381267/C1082555701.htm,購物滿1000 元(含)以上免運費，未滿 1000 元者自付運費，宅配100元、郵局80元、7-11取貨付款60元,
好好抓捕蟲神器,2017-06-02 19:54:57.631446,好好抓捕蟲神器 1秒抓喇牙 抓蜘蛛 抓蟲 抓蟑螂 滅蟑 抓昆蟲 抓飛蛾 抓蟬 抓蜈蚣 超能,490,http://www.pcstore.com.tw/go2smart/M24400167.htm,,
新安堂,2017-06-02 19:54:58.295340,新安堂-單水檸檬酸 1kg,47,http://seller.pcstore.com.tw/S173067786/C1096072952.htm,購物滿9999 元(含)以上免運費，未滿 9999 元者自付運費，宅配100元、7-11純取貨60元、7-11取貨付款60元,
捕蠅系列產品,2017-06-02 19:54:58.597558,壁掛式二氧化碳觸媒式捕蟲(蚊/蠅/果蠅/趨光飛蟲)燈 抓不到全額退費,1590,http://www.pcstore.com.tw/loftyidea/M17847359.htm,,
