日本清潔用品  批發 團購,2017-06-02 19:53:44.582692,限時>>現貨>>日本P&G; 洗衣球 洗衣膠球  補充包,109,http://seller.pcstore.com.tw/S101526767/C1091708561.htm,購物滿5200 元(含)以上免運費，未滿 5200 元者自付運費，宅配58元、7-11取貨付款60元,
遨遊飛翔,2017-06-02 19:53:45.051160,日本P&G; ARIEL GEL BALL 3D洗衣膠球(盒裝) 抗菌防臭/自然花香/淨白消臭/陽光香氛 洗衣球,120,http://seller.pcstore.com.tw/S142062663/C1039136488.htm,購物滿2000 元(含)以上免運費，未滿 2000 元者自付運費，宅配70元、郵局70元、7-11純取貨70元、7-11取貨付款70元,
GONESH精油線香,2017-06-02 19:53:45.295808,美國GONESH#8春之薄霧精油線香超值包(100枝入),299,http://www.pcstore.com.tw/bbco/M09840048.htm,,
新流行,2017-06-02 19:53:45.471945,新流行 自動掃地神器自動掃地機手推式不用電手動清潔神器 掃地機掃把機畚箕,250,http://seller.pcstore.com.tw/S149275908/C1085686715.htm,每筆訂單運費，宅配150元、7-11純取貨60元、7-11取貨付款60元,
U-mop 手壓式旋轉拖把 適用好神拖,2017-06-02 19:53:45.663516,珊瑚絨除塵去汙布*2,100,http://seller.pcstore.com.tw/S199846877/C1079493819.htm,購物滿599 元(含)以上免運費，未滿 599 元者自付運費，7-11純取貨60元、7-11取貨付款60元,
新次元,2017-06-02 19:53:46.332142,現貨p&g18;入洗衣膠球洗衣球洗衣膠囊洗衣精粉香顆粒香香豆4色現貨,108,http://seller.pcstore.com.tw/S175477573/C1096503020.htm,購物滿199 元(含)以上免運費，未滿 199 元者自付運費，7-11取貨付款60元,
美國/日本GONESH綜合館,2017-06-02 19:53:47.089142,日本GONESH#8春之薄霧空氣芳香膠(固體)78g,220,http://www.pcstore.com.tw/bbco/M07074941.htm,,
春風的店,2017-06-02 19:53:47.469998,艾草養生無毒防護薰香 鐵盒15捲(可拆成30環)  環保紙盒16捲(可拆成32環) 花壇艾草之家 艾草蚊香,190,http://seller.pcstore.com.tw/S120738763/C1085607614.htm,免運費送到家,
哩來~哩來來來,2017-06-02 19:53:48.975076,不沾油抹布,200,http://seller.pcstore.com.tw/S146316221/C1079181960.htm,免運費送到家,
美麗不妥協向大大抗菌內衣,2017-06-02 19:53:49.942314,洗衣精,860,http://seller.pcstore.com.tw/S195218340/C1088878687.htm,購物滿200 元(含)以上免運費，未滿 200 元者自付運費，宅配0元、郵局0元、7-11純取貨0元、7-11取貨付款60元,
平安時尚百貨批發館,2017-06-02 19:53:50.148975,加厚柔軟，超吸水地墊，珊瑚絨地毯 ，止滑地毯，浴室 廚房 臥室 腳踏墊,60,http://seller.pcstore.com.tw/S196426406/C1057889937.htm,購物滿2000 元(含)以上免運費，未滿 2000 元者自付運費，宅配80元、郵局80元、7-11純取貨60元、7-11取貨付款60元,
除蟲防蚊,2017-06-02 19:53:50.770516,法國PSA - SKIN 2P BODY 乳液型防蚊液(30ml) 三瓶組,680,http://www.pcstore.com.tw/oxygenhec/M29235257.htm,,
星媽嬰幼兒生活百貨,2017-06-02 19:53:51.078175,日本長效366日 1.5倍驅蚊效果 防蚊大作戰,290,http://seller.pcstore.com.tw/S113462782/C1094040659.htm,購物滿199 元(含)以上免運費，未滿 199 元者自付運費，7-11純取貨60元、7-11取貨付款60元,
lilicoco 生活無限,2017-06-02 19:53:51.521050,＊lilicoco生活無限＊◇日本 P&G;衣物芳香顆粒.衣物香香豆  275g 及375g ◇(200元),200,http://seller.pcstore.com.tw/S148732493/C1083854750.htm,每筆訂單運費，宅配90元、郵局90元、7-11純取貨60元、7-11取貨付款60元,
遨遊飛翔,2017-06-02 19:53:52.052534,十色 新款 日本P&G;第二代 新款衣物芳香顆粒 衣物香香豆 375g,185,http://seller.pcstore.com.tw/S142062663/C1039136485.htm,購物滿2000 元(含)以上免運費，未滿 2000 元者自付運費，宅配70元、郵局70元、7-11純取貨70元、7-11取貨付款70元,
藍天小舖,2017-06-02 19:53:52.247680,[藍天小舖]實體店面現貨供應~快速出貨  犀利媽媽  馬桶自動清潔器 芳香 清潔劑(100ml) 味道可任選,58,http://seller.pcstore.com.tw/S194561254/C1082566251.htm,每筆訂單運費，宅配100元、郵局100元、7-11純取貨65元、7-11取貨付款65元,
居家照顧系列,2017-06-02 19:53:52.541327,天然風水淨化劑--Diwali Lighthouse光屋（原 我的光屋)，淨化空間、水晶的好幫手！,1900,http://www.pcstore.com.tw/saintgm/M12210628.htm,,
加入追蹤,2017-06-02 19:53:52.800054,▼17週年慶↘熱銷夯品TOP！▼舒潔 棉柔舒適抽取衛生紙(110抽x12包x6串/箱),769,http://www.pcstore.com.tw/pchome24h/M20622130.htm,,
夏季暢銷區,2017-06-02 19:53:53.112190,拜沛達蟑螂凝膠型餌劑12g(滅蟑&除蟑螂藥)最新上市經濟包裝採用軟管設計,279,http://www.pcstore.com.tw/lisensmile/M14018308.htm,,
I You We 樂購(可搜FB),2017-06-02 19:53:53.633580,現貨 紐西蘭25% 防蚊液 60ml 滾珠瓶,460,http://seller.pcstore.com.tw/S171379745/C1040834172.htm,購物滿2000 元(含)以上免運費，未滿 2000 元者自付運費，宅配65元、郵局60元、7-11純取貨60元、7-11取貨付款60元,
婷婷窩,2017-06-02 19:53:54.073673,現貨免問 日本【長效366日】1.5倍驅蚊效果  天然驅蚊 防蚊吊掛 防蚊掛片(299元),299,http://seller.pcstore.com.tw/S156577416/C1089544966.htm,購物滿2000 元(含)以上免運費，未滿 2000 元者自付運費，宅配80元、郵局110元、7-11純取貨60元、7-11取貨付款60元,
日本清潔用品  批發 團購,2017-06-02 19:53:54.240939,日本P&G;  洗衣膠球 【精緻盒裝】,119,http://seller.pcstore.com.tw/S101526767/C1091708642.htm,購物滿5200 元(含)以上免運費，未滿 5200 元者自付運費，宅配58元、7-11取貨付款60元,
超級便宜好康聯盟,2017-06-02 19:53:54.858721,免手洗懶人平板拖把,199,http://seller.pcstore.com.tw/S167990373/C1085393350.htm,每筆訂單運費，宅配120元、郵局80元、7-11純取貨0元、7-11取貨付款60元,
浴廁清潔系列,2017-06-02 19:53:55.515097,可立潔 - 萬用去污乳,49,http://www.pcstore.com.tw/neogreen/M07557275.htm,,
洗衣機濾網,2017-06-02 19:53:56.277089,【特價】Whirlpool惠而浦洗衣機濾網【三個免運費】惠而浦洗衣機過濾網.惠而浦洗衣機棉絮過濾網,60,http://www.pcstore.com.tw/1077/M19301449.htm,,
廚房保養│清潔,2017-06-02 19:53:56.650507,SANI STICKS 水管下水道疏通萬用清潔棒12支入 (海洋/檸檬/薰衣草),149,http://www.pcstore.com.tw/277bike_2/M28867031.htm,,
琉璃光產品/書籍/雜誌,2017-06-02 19:53:57.438562,新貨到~琉璃光EM菌/EM1原液~有用微生物土壤改良資材~有效微生物菌「天上掉下來的禮物」,1200,http://www.pcstore.com.tw/lilianorganic/M16530166.htm,,
[喵喵小舖],2017-06-02 19:53:57.734839,[溫馨小舖]全網最便宜~1片9元 萬用強力無痕矽膠貼 Gripeez萬用貼 萬能貼 壁貼防滑貼,9,http://seller.pcstore.com.tw/S107895018/C1082515296.htm,每筆訂單運費，宅配100元、郵局80元、7-11純取貨60元、7-11取貨付款65元,
美國GONESH,2017-06-02 19:53:58.015181,美國GONESH#8春之薄霧精油線香(20枝入),99,http://www.pcstore.com.tw/bbco/M07056601.htm,,
除青苔|黴菌|藻類,2017-06-02 19:53:58.266794,2L吹苔清-可稀釋4~7倍(2公升天然環保清潔劑.清洗地板牆壁衛浴室廁所水槽環境.青苔黴菌藻類清潔用品.清除霉菌小黑蚊.大掃除)富崙,600,http://www.pcstore.com.tw/upacestore/M14368700.htm,,
美國/日本GONESH綜合館,2017-06-02 19:53:58.511434,美國GONESH春之薄霧精油香氛袋,99,http://www.pcstore.com.tw/bbco/M09834192.htm,,
省錢組合購,2017-06-02 19:53:58.773165,【淨ソ伊】水垢剋星  去污清潔劑 750g *4入(附噴頭), 元,http://www.pcstore.com.tw/uenature/M22541547.htm,,
日本GONESH,2017-06-02 19:53:59.047558,日本GONESH#8春之薄霧芳香大碟(180g),360,http://www.pcstore.com.tw/bbco/M18788969.htm,,
儀式工具 用品,2017-06-02 19:53:59.711612,散裝加州白鼠尾草 ( White Sage)(1/4英鎊，約113公克),330,http://www.pcstore.com.tw/saintgm/M25119360.htm,,
美國/日本GONESH綜合館,2017-06-02 19:53:59.954306,日本GONESH空氣芳香罐(液體)-No.8春之薄霧,309,http://www.pcstore.com.tw/bbco/M08840857.htm,,
擦手紙巾,2017-06-02 19:54:00.289989,立得雅三折擦手紙~免運喔~,399,http://www.pcstore.com.tw/newsair/M09841195.htm,,
新安堂,2017-06-02 19:54:00.804585,新安堂-未稅-過碳酸鈉 1kg （韓國）,38,http://seller.pcstore.com.tw/S173067786/C1096507002.htm,購物滿9999 元(含)以上免運費，未滿 9999 元者自付運費，宅配100元、7-11純取貨60元、7-11取貨付款60元,
美國GONESH,2017-06-02 19:54:02.843318,美國GONESHGONESH原木紋木製香盤,99,http://www.pcstore.com.tw/bbco/M09819562.htm,,
成人牙刷,2017-06-02 19:54:03.226492,【優美牙刷】S-35纖細柔毛護理牙刷(小刷頭),429,http://www.pcstore.com.tw/tzuencherng/M17731988.htm,,
日本清潔用品  批發 團購,2017-06-02 19:54:03.415039,台灣製口罩  經濟型袋裝 (內有黑色),52,http://seller.pcstore.com.tw/S101526767/C1091708624.htm,購物滿5200 元(含)以上免運費，未滿 5200 元者自付運費，宅配58元、7-11取貨付款60元,
遨遊飛翔,2017-06-02 19:54:04.287546,日本原裝 ST 洗衣槽專用清潔劑 (550g) 洗衣槽清潔劑 另有愛詩庭  雞仔牌 P&G; 泡泡玉,75,http://seller.pcstore.com.tw/S142062663/C1058675686.htm,購物滿2000 元(含)以上免運費，未滿 2000 元者自付運費，宅配70元、郵局70元、7-11純取貨70元、7-11取貨付款70元,
U-mop 手壓式旋轉拖把 適用好神拖,2017-06-02 19:54:04.550069,1桿1桶5布 【U-mop】手壓式旋轉拖把 (可適用於好神拖) 45公分加大布盤 完全防潑水 拖把桿扣環,599,http://seller.pcstore.com.tw/S199846877/C1074726121.htm,購物滿599 元(含)以上免運費，未滿 599 元者自付運費，7-11純取貨60元、7-11取貨付款60元,
擦手紙,2017-06-02 19:54:05.652511,【GoodFamily】蒲公英環保擦手紙 (200張x20包/箱) *530元含運,530,http://www.pcstore.com.tw/store1466042798/M24605757.htm,,
防塵口罩,2017-06-02 19:54:05.966748,【台灣淨新】防塵口罩│成人口罩│兒童口罩│50片盒│含稅附發票│另售黑色口罩,80,http://www.pcstore.com.tw/taiwanmigo/M22048150.htm,,
遨遊飛翔,2017-06-02 19:54:06.176555,日本P&G;洗衣膠球-綠色防菌437g 盒裝,105,http://seller.pcstore.com.tw/S142062663/C1058675202.htm,購物滿2000 元(含)以上免運費，未滿 2000 元者自付運費，宅配70元、郵局70元、7-11純取貨70元、7-11取貨付款70元,
DIY精油皂,2017-06-02 19:54:06.612147,《綺緣-雨利行》DIY精油皂8入/900g(茉草、薰衣草、茶摳、生薑肉桂、玫瑰、野薑花、檀香、茉草六合一、香茅),350,http://www.pcstore.com.tw/chilyuan/M04724307.htm,,
GONESH衣物清新噴霧,2017-06-02 19:54:07.699247,日本GONESH衣物清新噴霧-No.8春之薄霧,390,http://www.pcstore.com.tw/bbco/M21947449.htm,,
五月手作行~小蘇打粉，過碳酸鈉,2017-06-02 19:54:08.739788,小蘇打粉分售 一公斤 拉鍊袋裝 美國進口 ARM & HAMMER 鐵鎚牌細粉 清潔 洗衣,32,http://seller.pcstore.com.tw/S126344027/C1077211824.htm,每筆訂單運費，宅配80元、7-11純取貨60元、7-11取貨付款60元,
美國/日本GONESH綜合館,2017-06-02 19:54:09.029441,日本GONESH#8號春之薄霧迷你芳香劑(2.6ml),240,http://www.pcstore.com.tw/bbco/M19970223.htm,,
重機/機車騎士專屬,2017-06-02 19:54:09.349148,PROWASH舒亦淨(洗專家)安全帽清潔劑【安全帽內襯清潔專用】＊免搓洗＊輕鬆去除陳年汙垢油脂＊去除異味恢復清新＊悶臭霉味ByeBye,250,http://www.pcstore.com.tw/256g/M21929007.htm,,
美國/日本GONESH綜合館,2017-06-02 19:54:09.657563,美國GONESH #8春之薄霧精油擴香竹組,750,http://www.pcstore.com.tw/bbco/M15485444.htm,,
除蚊子,2017-06-02 19:54:11.019009,防蚊、防孑孓、防登革熱--駐樂寶,525,http://www.pcstore.com.tw/chunghsi_store/M21739763.htm,,
Fly Shop (飛兒小舖),2017-06-02 19:54:11.570471,18粒裝 👘現貨4色👘 日本P&G; 寶僑3D洗衣凝膠球 日本洗衣球 BOLD BALL 香香豆 雪肌粹,115,http://seller.pcstore.com.tw/S162430391/C1092931198.htm,每筆訂單運費，宅配200元、郵局200元、7-11純取貨70元、7-11取貨付款70元,
●窗簾式1/2省力升降曬衣架,2017-06-02 19:54:11.903520,【超省力窗簾式升降曬衣架】單桿式-1:2省力煞車功能(1200元含桿!!)輕鬆操作！永不卡繩！,1200,http://www.pcstore.com.tw/anasa/M12587765.htm,,
井澤科技有限公司,2017-06-02 19:54:12.662425,井澤科技 克司博75%酒精4公升,299,http://seller.pcstore.com.tw/S103813180/C1089524293.htm,購物滿1800 元(含)以上免運費，未滿 1800 元者自付運費，宅配80元、7-11純取貨60元、7-11取貨付款60元,
Katie小店,2017-06-02 19:54:13.364949,【好市多Costco商品】Persil 寶瀅 護色洗衣凝露 (1.46L)  冷水酵素 亮彩配方,198,http://seller.pcstore.com.tw/S124491149/C1089722400.htm,每筆訂單運費，7-11純取貨60元、7-11取貨付款60元,
Fly Shop (飛兒小舖),2017-06-02 19:54:13.873267,500G 🚽現貨🚽 日本第一石鹼馬桶清潔劑 無磷洗碗皂 香香豆 日本洗衣球 雪肌粹 DHC護唇膏,50,http://seller.pcstore.com.tw/S162430391/C1091635248.htm,每筆訂單運費，宅配200元、郵局200元、7-11純取貨70元、7-11取貨付款70元,
日櫻日系雜貨鋪,2017-06-02 19:54:14.073574,日本銷售冠軍 防蚊366日 長效1.5倍 防蚊片,350,http://seller.pcstore.com.tw/S144128799/C1062103868.htm,購物滿9999 元(含)以上免運費，未滿 9999 元者自付運費，宅配150元、郵局120元、7-11純取貨65元、7-11取貨付款65元,
傻瓜量販,2017-06-02 19:54:14.286536,【傻瓜量販】60*160cm超細纖維毛巾 五色美容打蠟布洗車巾 擦車巾 清潔布 抹布 不掉毛超強吸水布 除塵 板橋可取,48,http://seller.pcstore.com.tw/S138004868/C1085655820.htm,購物滿2000 元(含)以上免運費，未滿 2000 元者自付運費，宅配80元、郵局60元、7-11純取貨65元、7-11取貨付款65元,
Alice - 偶爾代購,2017-06-02 19:54:14.637609,全台最便宜！好自在 Infinity 液體衛生棉 24 / 27 / 31.7 十片一盒,145,http://seller.pcstore.com.tw/S149983642/C1092647076.htm,免運費送到家,
日本清潔用品  批發 團購,2017-06-02 19:54:14.901020,熊野洗髮精 &潤髮乳,198,http://seller.pcstore.com.tw/S101526767/C1091708590.htm,購物滿5200 元(含)以上免運費，未滿 5200 元者自付運費，宅配58元、7-11取貨付款60元,
美國GONESH,2017-06-02 19:54:15.227905,美國GONESH空氣清新噴霧-No.8春之薄霧,149,http://www.pcstore.com.tw/bbco/M08842035.htm,,
不見蛇,2017-06-02 19:54:16.025387,中西化學《驅蛇寶》蛇類忌避劑(1.8KG) - 美國驅趕蛇類Top 1產品,3000,http://www.pcstore.com.tw/chunghsi_store/M21119085.htm,,
防蚊系列,2017-06-02 19:54:16.895166,現貨 紐西蘭 防蚊液 25% 120ml,720,http://www.pcstore.com.tw/store1444371279/M24094970.htm,,
成人牙刷,2017-06-02 19:54:17.134817,【優美牙刷】S-60纖細柔毛護理牙刷(中刷頭),429,http://www.pcstore.com.tw/tzuencherng/M17735799.htm,,
日用百貨,2017-06-02 19:54:18.422156,夢想街20號∼芙蓉超柔軟抽取式紙巾(350抽X30包)/箱~整箱販售,280,http://www.pcstore.com.tw/chainlink/M17697665.htm,,
U-mop 手壓式旋轉拖把 適用好神拖,2017-06-02 19:54:19.152544,1柄2刷頭 【替換式長柄三角清潔刷】  居家、衛浴、廚房、磁磚、縫隙,88,http://seller.pcstore.com.tw/S199846877/C1074655207.htm,購物滿599 元(含)以上免運費，未滿 599 元者自付運費，7-11純取貨60元、7-11取貨付款60元,
五月手作行~小蘇打粉，過碳酸鈉,2017-06-02 19:54:19.622914,一公斤 過碳酸鈉  拉鏈袋包分裝 韓國 清洗洗衣機 彩色衣物漂白 氧系漂白劑 去污粉 大掃除  1公斤 橘子工坊原料,45,http://seller.pcstore.com.tw/S126344027/C1085629111.htm,每筆訂單運費，宅配80元、7-11純取貨60元、7-11取貨付款60元,
579 舖,2017-06-02 19:54:19.914143,興家安速  免水洗冷氣清潔劑 3款  芬芳花香 清新森林 無香味,179,http://seller.pcstore.com.tw/S172830307/C1074029643.htm,購物滿1500 元(含)以上免運費，未滿 1500 元者自付運費，郵局85元、7-11純取貨60元、7-11取貨付款60元,
◈各式曬衣桿/伸縮桿,2017-06-02 19:54:20.466696,〝☆4公尺獨家奈米複合不鏽鋼伸縮桿(防風款)☆〞獨家！真正防鏽！各種曬衣架通用曬衣桿,499,http://www.pcstore.com.tw/anasa/M13482707.htm,,
Kira小舖,2017-06-02 19:54:20.697415,神奇抹布,99,http://seller.pcstore.com.tw/S156275373/C1096390388.htm,購物滿9999 元(含)以上免運費，未滿 9999 元者自付運費，宅配150元、郵局120元、7-11純取貨60元、7-11取貨付款60元,
加入追蹤,2017-06-02 19:54:21.030789,★輕巧包↘$9.35/包 ★舒潔 萬用輕巧包抽取衛生紙(120抽x10包x10串/箱),935,http://www.pcstore.com.tw/pchome24h/M18661721.htm,,
老王及王太,2017-06-02 19:54:21.399286,濕紙巾大包套餐，一箱12包～因超商規定寄貨大小，一筆訂單只能寄一箱！,470,http://seller.pcstore.com.tw/S142485579/C1082706834.htm,每筆訂單運費，宅配100元、郵局100元、7-11取貨付款60元,
ppato全新商品便宜賣,2017-06-02 19:54:22.003924,毛寶洗衣精500G特價40,40,http://seller.pcstore.com.tw/S191621614/C1083210112.htm,購物滿199 元(含)以上免運費，未滿 199 元者自付運費，宅配180元、郵局65元、7-11取貨付款65元,
省錢組合購,2017-06-02 19:54:22.268217,【淨ソ伊】水垢剋星  去污清潔劑 750g* 2入 (附噴頭), 元,http://www.pcstore.com.tw/uenature/M20380584.htm,,
防蚊系列,2017-06-02 19:54:22.512430,現貨紐西蘭防蚊液(驅蚊)25% 50ml (小噴),480,http://www.pcstore.com.tw/store1444371279/M24094929.htm,,
美國GONESH,2017-06-02 19:54:22.768790,美國GONESH#4藤蔓果園精油線香超值包(100枝入),299,http://www.pcstore.com.tw/bbco/M10286184.htm,,
蓓蓓,2017-06-02 19:54:23.099060,輕便雨衣10件,100,http://seller.pcstore.com.tw/S112167698/C1097267656.htm,每筆訂單運費，7-11純取貨60元、7-11取貨付款60元,
,2017-06-02 19:54:23.427231,新柔韌五月花抽取式衛生紙110抽12包 六串共72包  加贈五月花80抽濕巾1包,759,http://www.pcstore.com.tw/hrspchome/M21577333.htm,,
美國/日本GONESH綜合館,2017-06-02 19:54:23.667497,美國GONESH#4藤蔓果園精油線香(20枝入),99,http://www.pcstore.com.tw/bbco/M07059301.htm,,
raing0221,2017-06-02 19:54:24.067184,南僑水晶肥皂天然抗菌洗衣用液体 1600g 補充包 一包110元,330,http://seller.pcstore.com.tw/S112145634/C1097476513.htm,免運費送到家,
遨遊飛翔,2017-06-02 19:54:24.954687,大包裝 四十八入 日本P&G; ARIEL GEL BALL 3D洗衣膠球(補充包) 抗菌防臭/自然花香/淨白消臭,310,http://seller.pcstore.com.tw/S142062663/C1042838689.htm,購物滿2000 元(含)以上免運費，未滿 2000 元者自付運費，宅配70元、郵局70元、7-11純取貨70元、7-11取貨付款70元,
【蟲蟲的店】百貨精品匯,2017-06-02 19:54:25.239953,矽膠透明粉撲(100元),100,http://seller.pcstore.com.tw/S147149333/C1090703959.htm,購物滿5000 元(含)以上免運費，未滿 5000 元者自付運費，宅配100元、郵局100元、7-11取貨付款60元,
德易購 ღ 德國代購,2017-06-02 19:54:26.073176,德易購現貨㊕１２「Denkmit」 洗衣機強力清潔錠 去汙抑菌消毒 洗衣槽清潔錠 1入,10,http://seller.pcstore.com.tw/S155322987/C1083562995.htm,購物滿2000 元(含)以上免運費，未滿 2000 元者自付運費，7-11純取貨60元、7-11取貨付款60元,
藍天小舖,2017-06-02 19:54:26.252850,[藍天小舖]實體店面~現貨供應快速出貨《韓國 立潔白》奇蹟魔俐強效除霉膏 (120G),119,http://seller.pcstore.com.tw/S194561254/C1082566284.htm,每筆訂單運費，宅配100元、郵局100元、7-11純取貨65元、7-11取貨付款65元,
防蚊系列,2017-06-02 19:54:26.519787,現貨 紐西蘭 防蚊孕婦敏感型 20%  100ml,610,http://www.pcstore.com.tw/store1444371279/M24095065.htm,,
清水香,2017-06-02 19:54:27.379660,【清水香】除臭噴霧(250ml噴霧瓶裝) 5入免運特惠組,990,http://www.pcstore.com.tw/shimbi/M23468147.htm,,
Abby生活百貨,2017-06-02 19:54:27.911297,碳酸鈣環保清潔袋150g 環保垃圾袋 垃圾袋,7,http://seller.pcstore.com.tw/S110227940/C1097075756.htm,每筆訂單運費，7-11取貨付款65元,
加入追蹤,2017-06-02 19:54:28.152938,春風 絲絨感抽取式衛生紙(100抽X12包X6串/箱),719,http://www.pcstore.com.tw/pchome24h/M24280865.htm,,
幸福好物,2017-06-02 19:54:28.558558,【韓國神奇樹脂菜瓜布】2入,100,http://seller.pcstore.com.tw/S134493612/C1080732378.htm,免運費送到家,
撿便宜之家,2017-06-02 19:54:28.737444,彩色三層成人口罩每包50片特價38元,38,http://seller.pcstore.com.tw/S165460692/C1086325791.htm,免運費送到家,
